,node_id,node_name,emb_x,emb_y,sc_kmeans,sc_dbscan
0,0,0,-0.004920284747181477,0.005533133236727496,0,0
1,1,1,-0.004920284747181479,0.0017093916627763286,0,0
2,2,2,-0.004920284747181478,-0.003211221646751831,0,0
3,3,3,-0.004920284747181481,-0.002349206551959406,0,0
4,4,4,-0.004920284747181488,0.007811085562517277,0,0
5,5,5,-0.004920284747181484,-0.0013997251778258334,0,0
6,6,6,-0.004920284747181491,0.002042556983789689,0,0
7,7,7,-0.004920284747181476,-0.00598303990626342,0,1
8,8,8,-0.004920284747181481,0.0011397803286897381,0,0
9,9,9,-0.004920284747181494,-0.008024151890715859,0,1
10,10,10,-0.004920284747181491,0.020265849800909612,0,-1
11,11,11,-0.004920284747181478,0.005724710676845662,0,0
12,12,12,-0.004920284747181488,0.010489351774773257,0,2
13,13,13,-0.004920284747181487,0.0068894833696987335,0,0
14,14,14,-0.004920284747181489,0.0127085118544409,0,2
15,15,15,-0.0049202847471814855,-0.008299983653895872,0,1
16,16,16,-0.004920284747181483,-0.008903245272275328,0,3
17,17,17,-0.004920284747181482,0.001527489415667365,0,0
18,18,18,-0.0049202847471814795,-0.00040802552407506396,0,0
19,19,19,-0.004920284747181497,0.002770061236080808,0,0
20,20,20,-0.004920284747181474,-0.009542846871882218,0,3
21,21,21,-0.004920284747181484,0.0035685631620756583,0,0
22,22,22,-0.004920284747181476,-0.013600571142800258,0,4
23,23,23,-0.004920284747181484,-0.012545844615167214,0,5
24,24,24,-0.0049202847471814855,0.003092752721020947,0,0
25,25,25,-0.0049202847471814855,-0.00283039751703648,0,0
26,26,26,-0.0049202847471814795,-0.013373810527521785,0,4
27,27,27,-0.004920284747181486,-0.006036885557028431,0,1
28,28,28,-0.004920284747181484,-0.0014447624882822033,0,0
29,29,29,-0.004920284747181487,-0.007318708031644762,0,1
30,30,30,-0.004920284747181487,-0.0011428897742723832,0,0
31,31,31,-0.004920284747181489,0.004122972990385042,0,0
32,32,32,-0.004920284747181484,0.0015957683739564932,0,0
33,33,33,-0.004920284747181476,0.009345573203115737,0,6
34,34,34,-0.004920284747181474,0.0026832877786653817,0,0
35,35,35,-0.004920284747181476,-0.001335470556214416,0,0
36,36,36,-0.004920284747181485,0.007737700296175046,0,0
37,37,37,-0.004920284747181484,0.0018917489080477294,0,0
38,38,38,-0.004920284747181482,-0.0070038121781839284,0,1
39,39,39,-0.004920284747181483,0.012070009516133203,0,2
40,40,40,-0.00492028474718149,0.018123943692972842,0,-1
41,41,41,-0.004920284747181483,-0.004489810189040813,0,7
42,42,42,-0.004920284747181492,0.011874436452647089,0,2
43,43,43,-0.0049202847471814795,-0.010634530036031464,0,3
44,44,44,-0.004920284747181485,-0.002685481241188194,0,0
45,45,45,-0.00492028474718149,0.0074669981254148424,0,0
46,46,46,-0.0049202847471814795,-0.012236514702449765,0,13
47,47,47,-0.004920284747181487,-0.004717296520423301,0,7
48,48,48,-0.004920284747181483,-0.019797074148534457,0,-1
49,49,49,-0.004920284747181486,-0.0030499815107226406,0,0
50,50,50,-0.004920284747181471,-0.010512625185811274,0,3
51,51,51,-0.0049202847471814795,0.005567658836831398,0,0
52,52,52,-0.004920284747181471,0.0068791584275353845,0,0
53,53,53,-0.004920284747181468,-0.004718556729235783,0,7
54,54,54,-0.00492028474718149,-0.009329266438763034,0,3
55,55,55,-0.004920284747181489,0.006187886643545604,0,0
56,56,56,-0.004920284747181495,0.0013915809916044508,0,0
57,57,57,-0.004920284747181487,-0.004292108854572597,0,7
58,58,58,-0.004920284747181493,0.007745061529983311,0,0
59,59,59,-0.004920284747181497,-0.0021683370361996143,0,0
60,60,60,-0.004920284747181464,0.003014797186896716,0,0
61,61,61,-0.004920284747181483,0.008981341248691665,0,6
62,62,62,-0.004920284747181478,-0.01736911291367988,0,-1
63,63,63,-0.004920284747181488,0.010762140597086267,0,2
64,64,64,-0.004920284747181497,0.007874335963699814,0,0
65,65,65,-0.00492028474718149,0.010320308157149616,0,2
66,66,66,-0.004920284747181476,-9.822646565422228e-05,0,0
67,67,67,-0.004920284747181483,-0.006054778130377964,0,1
68,68,68,-0.004920284747181495,0.017513479655331256,0,-1
69,69,69,-0.004920284747181483,-0.0024385385273105794,0,0
70,70,70,-0.004920284747181482,-0.004488048058677557,0,7
71,71,71,-0.0049202847471814855,0.006315414477546023,0,0
72,72,72,-0.004920284747181482,0.005093184190901987,0,0
